x;y;z;vx;vy;vz
-7.951251603662968;-2.107572555541992;0.5729734897613525;4.9553462862968445;-466.54744148254395;352.95324325561523
-8.027773350477219;-0.9887874126434326;0.8479312062263489;128.46543788909912;-358.586483001709;428.75341415405273
-9.36535969376564;1.8437281250953674;0.006406009197235107;142.7232027053833;-363.79855155944824;403.3743095397949
-5.768484994769096;-1.1614367365837097;0.11316463351249695;114.38652992248535;-582.0323181152344;57.564733028411865
-9.470146894454956;1.373550295829773;-2.1030910313129425;65.63011407852173;-411.802453994751;235.10640621185303
-8.101148530840874;-0.9834855794906616;-1.7829470336437225;220.7937240600586;-463.0129623413086;43.122568130493164
-8.656218275427818;1.8395572900772095;1.1756055057048798;3.8298431038856506;-509.7679138183594;169.86286640167236
-8.887088298797607;0.6939142942428589;-1.9887618720531464;125.28775691986084;-340.01220703125;343.044376373291
-8.35174173116684;-0.9817063808441162;-0.8126132190227509;148.30108165740967;-414.8195171356201;272.7148246765137
-9.179304912686348;-1.4708563685417175;-0.4846997559070587;167.5266408920288;-411.710786819458;331.66162490844727
-6.939463689923286;0.7677286863327026;-1.4901459217071533;220.47861099243164;-323.3042621612549;329.9659538269043
-10.55944561958313;-0.3785848617553711;-0.7779523730278015;-25.636484026908875;-409.9705123901367;308.08324813842773
-8.352329581975937;-1.9044890999794006;-1.8253907561302185;9.624106585979462;-503.76245498657227;116.12749099731445
-7.762925885617733;-1.4965519309043884;0.1665741205215454;144.92347240447998;-492.14263916015625;-16.24762773513794
-9.561482816934586;-1.7566591501235962;-1.4415688812732697;0.8725288510322571;-512.2589492797852;243.24583053588867
-7.463532127439976;-2.5986447930336;-0.3451332449913025;62.66049385070801;-451.274471282959;336.3999366760254
-9.378210827708244;-1.4999359846115112;0.3905676305294037;70.66917657852173;-369.4709873199463;288.7513732910156
-8.252635225653648;1.4970570802688599;-1.6072578728199005;188.16497325897217;-361.6372489929199;349.4527816772461
-7.131551764905453;-0.7542282342910767;-2.475026249885559;8.691336214542389;-376.3919734954834;437.5953483581543
-7.596722804009914;1.6273364424705505;1.8604941666126251;158.06023120880127;-492.6116180419922;-65.93619346618652
-7.100076042115688;-2.5430023670196533;-0.07839426398277283;31.292495727539062;-390.79670906066895;416.81453704833984
-8.180349133908749;1.3968676328659058;0.8045777678489685;48.13334584236145;-502.10426330566406;264.82415199279785
-8.767469599843025;-0.06735026836395264;-2.1599672734737396;53.74628305435181;-427.1861171722412;273.7854766845703
-7.25439079105854;0.21796971559524536;0.17149820923805237;209.76232051849365;-499.8193359375;170.40932178497314
-7.416174933314323;1.337192952632904;0.7125020027160645;181.45726203918457;-438.87651443481445;203.8648223876953
-9.198541939258575;-2.7268990874290466;-0.6032757461071014;17.8647780418396;-285.1790714263916;473.32775115966797
-7.847985997796059;-0.03511011600494385;0.43365955352783203;118.61246109008789;-472.4813747406006;125.86239337921143
-8.640184812247753;-0.5214840173721313;-0.8053556084632874;-104.96907949447632;-436.051082611084;344.6846008300781
-9.616346284747124;0.5175277590751648;-0.27347803115844727;123.66796016693115;-341.16557121276855;317.64132499694824
-10.071470215916634;-1.078610122203827;-1.7135471105575562;8.360550105571747;-422.9267978668213;300.2256488800049
-10.345838963985443;-0.3633633255958557;1.1065565049648285;130.7761001586914;-256.5091896057129;370.3055763244629
-7.8169891610741615;1.3000309467315674;-1.1580124497413635;-21.777108907699585;-504.0391731262207;125.933518409729
-9.883064031600952;1.5669196844100952;-0.882122665643692;99.7455382347107;-411.903076171875;236.84972763061523
-8.69438722729683;-2.214905619621277;1.7957434058189392;294.3023872375488;-390.91896057128906;161.75085067749023
-7.490740902721882;-0.8135586977005005;1.736576110124588;136.361403465271;-398.0570983886719;418.4358787536621
-7.72823765873909;-2.0350366830825806;-2.0218268036842346;227.65389919281006;-459.5365333557129;170.21246910095215
-5.760981515049934;1.4402389526367188;-0.3750219941139221;29.558948278427124;-428.19677352905273;453.6104965209961
-8.04896280169487;1.962997019290924;-1.3374634087085724;-11.018235683441162;-408.56486320495605;337.09917068481445
-7.253798469901085;-2.2841423749923706;0.6611868739128113;-43.62557530403137;-360.20339012145996;423.6321258544922
-8.610444702208042;2.302323281764984;-1.0111235082149506;191.43755435943604;-518.7955284118652;70.82483053207397
-6.867905706167221;-0.6972536444664001;-2.260833978652954;92.42855072021484;-392.3353958129883;414.67763900756836
-9.985765814781189;1.441812515258789;-0.13092532753944397;8.347208797931671;-502.5425720214844;73.25323820114136
-7.363427616655827;1.355677843093872;1.4534533023834229;72.32887029647827;-397.8024387359619;337.42286682128906
-10.65511554479599;-0.9848535060882568;0.05061998963356018;-85.72434425354004;-475.25073051452637;269.8915386199951
-7.771151885390282;2.765379846096039;-0.4541270434856415;16.83517098426819;-510.91718673706055;188.46563816070557
-6.302068009972572;-0.10354220867156982;-0.731784850358963;21.052361726760864;-505.7670593261719;349.1495704650879
-7.289120927453041;-0.2593204379081726;-1.1842310428619385;-67.88599491119385;-512.8993034362793;225.22569179534912
-7.085012085735798;0.5829557776451111;0.4506826400756836;85.72989463806152;-442.4912738800049;243.14666748046875
-8.12985822558403;0.7071688771247864;1.0757312178611755;8.791897594928741;-545.6128120422363;143.22132110595703
-7.045703753829002;1.5765935182571411;0.2673022449016571;162.78295040130615;-542.6754570007324;176.2261962890625
-9.9808931350708;0.28153806924819946;-1.3759039342403412;114.84367847442627;-437.01258659362793;320.62414169311523
-9.003204479813576;-2.7117714285850525;0.1838989555835724;90.04735708236694;-540.9427070617676;168.2776165008545
-9.26656387746334;-0.970199704170227;-0.16904622316360474;186.05172157287598;-394.17789459228516;251.4488983154297
-8.792464435100555;-1.3766482472419739;1.1753126978874207;98.96944284439087;-494.54051971435547;250.29579162597656
-6.459025293588638;0.5688071250915527;1.4116689562797546;178.9452838897705;-527.1415328979492;64.88257169723511
-8.734876289963722;1.6555219888687134;2.1757252514362335;108.2027792930603;-374.5811462402344;314.48009490966797
-7.644693553447723;0.6454199552536011;-1.5874452888965607;235.56113719940186;-341.14545822143555;338.60692977905273
-8.424629084765911;1.6660049557685852;0.6441079080104828;-26.86400055885315;-505.8714294433594;307.57312774658203
-7.2203027084469795;-1.1333361268043518;0.7305510342121124;307.8794288635254;-348.08959007263184;241.59868240356445
-6.712888553738594;0.5964472889900208;1.9088700413703918;114.4605302810669;-522.0889091491699;127.541184425354
-8.840325102210045;-2.89231538772583;-0.5826562643051147;55.642476081848145;-514.6347427368164;211.3033676147461
-9.227844513952732;-1.0517165064811707;0.8449450135231018;165.29794692993164;-457.6146697998047;79.31641101837158
-10.159298032522202;-2.1335452795028687;0.31143128871917725;89.84676361083984;-498.79486083984375;265.01898765563965
-8.486127108335495;1.039445400238037;-2.399922162294388;104.88404989242554;-510.50113677978516;101.41495943069458
-6.8396564573049545;0.3534480929374695;2.0497776567935944;178.7883996963501;-482.78663635253906;120.19289016723633
-7.258737646043301;-0.216713547706604;0.5518890917301178;223.5891580581665;-370.5256175994873;313.64044189453125
-7.779357768595219;-1.8652841448783875;0.9334109723567963;-63.930208683013916;-533.1804084777832;227.68263816833496
-8.693786524236202;1.8641039729118347;1.758275181055069;44.60590839385986;-493.0740737915039;228.3445644378662
-9.831506386399269;-2.0883098244667053;-0.9511426091194153;-7.946894466876984;-455.30920028686523;327.4640464782715
-7.661438919603825;-2.264226973056793;-0.37688612937927246;54.998745918273926;-548.3878326416016;132.3486614227295
-10.077207908034325;1.0087385773658752;1.0344989597797394;78.4209394454956;-502.5889778137207;71.31204128265381
-7.744864001870155;1.7641514539718628;-0.26204735040664673;126.74109935760498;-482.2346878051758;309.91244316101074
-8.75399261713028;0.22944509983062744;-0.17320364713668823;171.54064178466797;-365.8256435394287;267.1937370300293
-7.439933158457279;0.89588463306427;-2.17319056391716;-63.21433782577515;-478.1491756439209;235.17967700958252
-10.003601387143135;-1.3465449213981628;1.8900521099567413;196.89505577087402;-476.8590259552002;214.2383050918579
-10.575202479958534;-1.6176849603652954;-0.39353147149086;107.28838920593262;-442.84878730773926;224.80290412902832
-7.328309118747711;-0.594019889831543;-2.472732961177826;29.408880472183228;-291.613826751709;375.67068099975586
-8.705420047044754;2.4760857224464417;-0.7018223404884338;139.23382759094238;-446.0640621185303;255.8924961090088
-6.341567449271679;1.953350007534027;0.8883140981197357;37.415932416915894;-537.1846389770508;-10.780706405639648
-9.351358003914356;0.2954944968223572;2.2701680660247803;83.1338882446289;-494.7754669189453;5.32644510269165
-6.563667766749859;-0.01620948314666748;-1.6614831984043121;33.25992465019226;-520.8964920043945;332.5027656555176
-7.875253446400166;-0.4541471600532532;-1.80315300822258;25.821844339370728;-511.75683975219727;209.34183597564697
-7.020321674644947;-0.5489185452461243;-1.554252952337265;141.93490505218506;-511.5725326538086;185.28698444366455
-7.901035062968731;-2.3173704743385315;-0.7599078118801117;0.0015467405319213867;-332.2177505493164;446.2951469421387
-8.486046642065048;-0.9248122572898865;0.8247211575508118;51.963157653808594;-466.6212558746338;185.238618850708
-7.697688415646553;-0.4615500569343567;1.234891265630722;131.8465518951416;-315.584135055542;348.89665603637695
-7.462362013757229;-0.0804707407951355;-0.4747934639453888;94.99869346618652;-562.679443359375;195.78898429870605
-8.84351022541523;-0.7141873240470886;0.48241540789604187;-20.089813470840454;-387.4522876739502;369.0579414367676
-5.9502046555280685;-0.8778244256973267;-0.3012120723724365;-85.02444505691528;-533.9088821411133;116.34912014007568
-6.095476448535919;-0.22457242012023926;-0.833883136510849;-15.98328709602356;-497.9930877685547;190.81011772155762
-8.318064361810684;1.7007708549499512;-1.8691420555114746;-22.063701152801514;-388.8625431060791;378.7375831604004
-7.173042185604572;-1.780901849269867;1.3707630336284637;-58.315136432647705;-534.1922950744629;173.7914800643921
-6.33328165858984;1.2452870607376099;0.10600313544273376;131.74066543579102;-460.4795837402344;329.2953872680664
-8.194500021636486;1.0465219616889954;-0.18442869186401367;103.46324443817139;-480.27088165283203;211.49725914001465
-7.633725553750992;1.7097294330596924;-1.1388547718524933;75.73753595352173;-525.761604309082;46.824384927749634
-9.236529283225536;0.2614438533782959;-2.1274209022521973;-12.227612435817719;-488.42777252197266;208.2244348526001
-7.269950956106186;-1.5269458293914795;-0.7154993712902069;94.79149103164673;-494.17579650878906;348.09104919433594
-10.07935144007206;-1.196327805519104;-1.9539311528205872;250.20621299743652;-420.2439022064209;228.59195709228516
-7.878346927464008;0.3447398543357849;0.7654465734958649;68.78293991088867;-370.05701065063477;315.89561462402344
-8.182894438505173;0.3748387098312378;2.7998417615890503;151.43783569335938;-510.10717391967773;32.838789224624634
-9.492501989006996;-1.6797825694084167;-1.1378444731235504;234.27464962005615;-407.74635314941406;259.9519729614258
-7.822603918612003;-0.4692837595939636;-2.7180232107639313;47.67927289009094;-489.3316841125488;326.8737602233887
-7.196246087551117;-1.7384782433509827;1.1216729879379272;153.798508644104;-452.90682792663574;328.7436103820801
-8.084265142679214;1.4772981405258179;1.8991649150848389;65.33695936203003;-552.0512580871582;48.602925539016724
-7.058818079531193;0.39158910512924194;2.370024472475052;111.40594482421875;-495.047607421875;-62.349371910095215
-7.467189431190491;-0.8715838193893433;-0.37330761551856995;16.496050357818604;-403.3242988586426;322.4783706665039
-8.37470032274723;-0.2690166234970093;-1.623295247554779;133.9989423751831;-375.6514549255371;317.60727882385254
-6.294512003660202;1.541617512702942;-0.5287192761898041;31.83012843132019;-364.1942310333252;328.80924224853516
