x;y;z;vx;vy;vz;m
-0.026602214203858665 ; 1.836102368029929 ; 0.7581799232154722 ; 131.27303 ; -113.67848 ; 257.3136 ; 35181.055
-0.6367466934283517 ; 1.7536322357374758 ; 0.534234676887363 ; 62.502876 ; -165.90068 ; -80.2619 ; 35181.055
-0.4139652516848287 ; 1.7206771448855696 ; 0.40678053433464023 ; 201.11592 ; -420.64215 ; -87.62952 ; 35181.055
-0.39023325133398856 ; 1.77819846975044 ; 0.489493747946404 ; -157.42374 ; -167.89336 ; 241.04578 ; 35181.055
-0.46070716794058875 ; 1.665900732758982 ; 0.665671164005001 ; 49.43837 ; -239.8192 ; 409.2578 ; 35181.055
-0.4428323619635357 ; 1.6176727626232155 ; 0.6232857791578237 ; -179.30101 ; -171.42282 ; -98.384834 ; 35181.055
-0.6025249749568644 ; 1.4424323535839507 ; 0.5145685824063525 ; -451.3801 ; -132.2047 ; -37.299065 ; 35181.055
-0.4293300031601852 ; 1.5327660326981332 ; 0.5795313652279778 ; 234.20361 ; -354.344 ; -10.979455 ; 35181.055
-0.5009729553572484 ; 1.5862380939533347 ; 0.577495392062882 ; -23.496058 ; -415.627 ; -188.09511 ; 35181.055
-0.6017565166380603 ; 1.5333043490523375 ; 0.3386856334832489 ; -68.78012 ; -388.12152 ; -62.944424 ; 35181.055
-0.7026763728526078 ; 1.5241751905061962 ; 0.37443361397517816 ; 45.849594 ; -318.02853 ; -182.1512 ; 35181.055
-0.7077827928121163 ; 1.480014464702132 ; 0.33022479743871896 ; 73.186134 ; 131.90623 ; -198.85484 ; 35181.055
-0.6654648208217182 ; 1.5173904277193295 ; 0.30480503620324795 ; -34.00255 ; -233.74818 ; 369.0345 ; 35181.055
-0.6181617374100927 ; 1.677428845490411 ; 0.47350464366481126 ; 63.626854 ; -35.77968 ; 115.71465 ; 35181.055
-0.6363028073670378 ; 1.7117910089831598 ; 0.4335956210083792 ; -259.43088 ; 103.84282 ; 38.475624 ; 35181.055
-0.5850172471861192 ; 1.6892285235764906 ; 0.22028412453104004 ; -107.92654 ; -246.9782 ; 139.32913 ; 35181.055
-0.7144328308578558 ; 1.6472592358776192 ; 0.2881898108019128 ; -89.156876 ; -293.9617 ; 39.822777 ; 35181.055
