x;y;z;vx;vy;vz;m
0.4398470145974809 ; 0.6670894994673078 ; -1.773661016012507 ; -40.9041 ; -474.21057 ; -162.28987 ; 35181.055
0.51031237748305 ; 0.5700066466722369 ; -1.75610559916616 ; 25.652456 ; -464.57016 ; -14.7720175 ; 35181.055
0.4927963189436113 ; 0.4907635734809137 ; -1.727990905231599 ; -308.69583 ; -10.253235 ; -106.26212 ; 35181.055
0.6382775714531235 ; 0.47090003315308415 ; -1.8326762334717963 ; 349.15903 ; -128.64177 ; 291.64316 ; 35181.055
0.844936919962052 ; 0.2628858001147276 ; -1.7413339794666596 ; 99.6354 ; -257.5789 ; 75.02051 ; 35181.055
0.7878115715797955 ; 0.44289356947000735 ; -1.7422135599164463 ; -379.50534 ; -59.73529 ; 76.23301 ; 35181.055
0.8562601077783949 ; 0.4099640188173148 ; -1.5916924219642077 ; -191.47723 ; -228.11073 ; 206.23746 ; 35181.055
0.8897037860610206 ; 0.46602646652794233 ; -1.6444764322177152 ; -196.49663 ; -319.94815 ; -148.32378 ; 35181.055
0.8876578060552962 ; 0.5016509909792464 ; -1.6535699674694302 ; -448.52542 ; -10.3989105 ; -57.8295 ; 35181.055
0.8070470819214215 ; 0.3538211845303909 ; -1.6273999999505997 ; -404.76447 ; -34.23433 ; 178.68767 ; 35181.055
0.7289311863424501 ; 0.3888979181908603 ; -1.6485407238968868 ; -217.40546 ; -420.38623 ; -44.940643 ; 35181.055
0.7367571496162153 ; 0.409819191143991 ; -1.5964796117386613 ; -85.41951 ; -397.61047 ; -27.086208 ; 35181.055
0.7726749813810407 ; 0.46243395977144885 ; -1.718857639241791 ; 47.817062 ; -239.75677 ; -313.18756 ; 35181.055
0.6808175684064253 ; 0.47059984425542156 ; -1.6839478383988007 ; 160.19403 ; -155.6538 ; 280.86963 ; 35181.055
0.698761845817482 ; 0.5949330345030548 ; -1.685609961123454 ; -42.65143 ; -317.4006 ; -22.548405 ; 35181.055
0.6308854321386193 ; 0.633773014735521 ; -1.6720769272267266 ; 110.02208 ; 10.276535 ; 90.70594 ; 35181.055
0.7444026969938706 ; 0.7811811243941533 ; -1.6386443439622482 ; -171.84491 ; -201.14297 ; -169.4892 ; 35181.055
0.8297068155169756 ; 0.6245167529719526 ; -1.6741885572623185 ; 189.92824 ; 64.46167 ; 96.20373 ; 35181.055
0.8568207129287959 ; 0.5955731818670777 ; -1.5588296274255964 ; 259.8843 ; -557.94635 ; 171.79668 ; 35181.055
0.9539541369627003 ; 0.6377164701059685 ; -1.5314105677908385 ; 239.1312 ; -121.13676 ; 92.31023 ; 35181.055
0.9333614423334566 ; 0.7349915115327486 ; -1.517465705395996 ; -15.972664 ; -278.6257 ; -188.65881 ; 35181.055
1.0562589320328115 ; 0.8156965283446587 ; -1.4159089725346563 ; -90.4911 ; -401.30438 ; 4.7563295 ; 35181.055
1.1389797439212312 ; 0.6510129118961872 ; -1.36485563172239 ; 118.818855 ; -200.72845 ; 348.34415 ; 35181.055
1.056769006352427 ; 0.6423503309321159 ; -1.4068580033459437 ; 231.99907 ; -290.45956 ; 106.90719 ; 35181.055
1.0708355172132213 ; 0.4109312690974978 ; -1.3661025524417918 ; -26.177822 ; -274.89322 ; -86.14119 ; 35181.055
1.1397030857554409 ; 0.32399012942226557 ; -1.416383788889023 ; 26.63449 ; -305.992 ; -156.20747 ; 35181.055
0.9878325680206803 ; 0.22479635819588006 ; -1.4898647449357525 ; -277.3542 ; -34.767166 ; 128.7343 ; 35181.055
0.998200282955171 ; 0.26907702170500203 ; -1.42967704322485 ; 150.44815 ; 89.17319 ; -234.28772 ; 35181.055
0.9830648006648843 ; 0.25680968755266953 ; -1.559929492555418 ; -108.38877 ; -298.65363 ; -144.32431 ; 35181.055
1.0088826988207948 ; 0.3532859892883238 ; -1.539027244802488 ; 362.4665 ; -323.47595 ; -176.08337 ; 35181.055
0.8403728734629228 ; 0.3297919638652651 ; -1.5068333602128694 ; -61.89367 ; -135.48737 ; 181.26352 ; 35181.055
0.9790227786356862 ; 0.5094230003080242 ; -1.6668486033659624 ; -181.13339 ; -248.93465 ; 52.7111 ; 35181.055
1.0032798389008875 ; 0.34357861731726524 ; -1.5733224517484892 ; -99.892265 ; -32.320328 ; -83.270134 ; 35181.055
1.0176844074703624 ; 0.20989612854470652 ; -1.683656301982369 ; -203.85493 ; -225.73405 ; 157.63132 ; 35181.055
0.970885494594377 ; 0.8979191554713504 ; -1.493982095350219 ; -266.54865 ; -99.29607 ; 211.92264 ; 35181.055
1.0267971397458115 ; 1.0384408760507675 ; -1.2956139282315378 ; -326.52853 ; -84.54286 ; -182.0966 ; 35181.055
1.078532804885418 ; 1.0200418836561629 ; -1.1302963799673587 ; -233.74466 ; 121.54529 ; -74.00116 ; 35181.055
0.9913977936166214 ; 0.9516169937628054 ; -1.2473298210546058 ; -100.29299 ; 194.22717 ; -74.37775 ; 35181.055
0.8935805884870271 ; 1.0396718571895511 ; -1.179698009514639 ; -274.60007 ; -101.00601 ; -131.461 ; 35181.055
0.8765072537885183 ; 0.9808604318748473 ; -1.3170248696331794 ; -95.217674 ; -394.91443 ; -83.84027 ; 35181.055
0.8957715729350646 ; 0.9571839682599061 ; -1.3196791867279505 ; 27.336813 ; -2.7516785 ; -45.558678 ; 35181.055
0.8921686955079293 ; 0.9249493481488229 ; -1.3615031453860864 ; -241.56604 ; -142.33463 ; -281.1803 ; 35181.055
1.0867928235433624 ; 1.2086908715695057 ; -1.1258969665383523 ; 404.4887 ; 24.337387 ; 93.4331 ; 35181.055
0.7689387905930811 ; 0.9298316253845593 ; -1.5320790838803107 ; -175.88226 ; -285.94156 ; 67.548744 ; 35181.055
0.7408687620280068 ; 1.1953171558056002 ; -1.4210997965568553 ; 12.594072 ; -360.96918 ; 177.44044 ; 35181.055
0.7660415334692905 ; 1.1414537368466262 ; -1.3296747464466083 ; 188.27776 ; -410.37216 ; -110.65676 ; 35181.055
0.7786774622161889 ; 1.0654227472006679 ; -1.389878671345056 ; -178.05733 ; -63.97708 ; -74.96935 ; 35181.055
0.6125969196708541 ; 1.0090173349374694 ; -1.3821458457846998 ; 111.691795 ; -270.97375 ; -22.797241 ; 35181.055
0.6149975694702823 ; 0.9886438317689179 ; -1.3619174688032352 ; 5.1085987 ; -98.31793 ; -255.68913 ; 35181.055
0.6063554955870725 ; 1.0679510950576976 ; -1.2752116408267868 ; -385.57016 ; -237.4589 ; -93.0566 ; 35181.055
0.6794682552957187 ; 1.0047294161920282 ; -1.1965109952845083 ; -321.0009 ; -532.6262 ; -278.33823 ; 35181.055
0.6486308273669703 ; 1.172456914238822 ; -1.2257633263584615 ; -3.6965961 ; -199.41284 ; -119.20916 ; 35181.055
0.6805551418904265 ; 1.2278722075235855 ; -1.0811740238800172 ; 277.9125 ; -396.9417 ; 36.361023 ; 35181.055
0.6799653452131835 ; 1.247633697897804 ; -1.0664028321131178 ; 126.53297 ; -285.8371 ; 179.26688 ; 35181.055
0.5611741230056602 ; 1.0755021860303806 ; -0.9885917736944055 ; 98.39948 ; -254.74019 ; -32.21829 ; 35181.055
0.6019476328792113 ; 1.1273003105580517 ; -1.0640213776806817 ; 2.2234974 ; -348.4144 ; -123.53027 ; 35181.055
0.4856223166650748 ; 1.091537113859796 ; -1.0255603999681022 ; 120.067726 ; -133.82385 ; 217.96185 ; 35181.055
0.4326770704396887 ; 1.1026479702171321 ; -1.2030535999127228 ; 200.93614 ; -618.0955 ; -30.139599 ; 35181.055
0.47305760598998425 ; 1.2248373995155082 ; -1.1046617915743893 ; 81.260864 ; -515.5136 ; 48.4724 ; 35181.055
0.4116657751212385 ; 1.2638629079937034 ; -1.1957986855570748 ; -262.95517 ; -295.91296 ; 191.7351 ; 35181.055
0.5233931502639599 ; 1.4541973058195996 ; -1.172671370170782 ; 228.8976 ; -240.53091 ; 94.64717 ; 35181.055
0.49334023834159435 ; 1.4586011365602105 ; -1.0788229203448292 ; -163.57648 ; -554.25183 ; 114.344345 ; 35181.055
0.4296035803004319 ; 1.4627790147788717 ; -1.1042914095532024 ; -35.422096 ; -540.3281 ; -147.36684 ; 35181.055
0.693404874425946 ; 1.348486690297614 ; -1.1670751228946288 ; -460.078 ; -416.43823 ; -191.72906 ; 35181.055
0.6508415730670709 ; 1.5538949060312697 ; -1.0129610524268857 ; -214.74706 ; -264.1397 ; -139.62834 ; 35181.055
0.6881119471682888 ; 1.4673423815003939 ; -1.0298833666339458 ; 85.68243 ; 113.405945 ; -149.51718 ; 35181.055
0.8021297921507253 ; 1.5079606020279317 ; -0.9797834775186706 ; -153.01569 ; -199.63173 ; 221.07776 ; 35181.055
0.7596440212794988 ; 1.4347150954699557 ; -0.991717617363127 ; -55.451317 ; 5.675888 ; -5.0490007 ; 35181.055
0.985246106817967 ; 1.2280794539021822 ; -1.0140557560719596 ; -281.53732 ; 175.23694 ; 23.055 ; 35181.055
1.0137059512372488 ; 1.2284292815703397 ; -1.0633929099749178 ; -489.16605 ; -391.26083 ; 51.295288 ; 35181.055
0.861459148373557 ; 1.5092383200050112 ; -0.876138505483296 ; -164.5463 ; -127.44314 ; -308.89743 ; 35181.055
0.9110645621726761 ; 1.3167818808312464 ; -0.8292883032624309 ; 251.46426 ; -411.1056 ; -96.53922 ; 35181.055
0.8747789123532161 ; 1.3536927548643618 ; -0.8330877616607726 ; 56.37841 ; -205.5546 ; -33.387657 ; 35181.055
0.8582557490714571 ; 1.2753127993358628 ; -0.9115995235187687 ; 190.96495 ; -256.52438 ; 183.1791 ; 35181.055
