x;y;z;vx;vy;vz;m
0.9219457160450055 ; 1.1928396085227697 ; -1.2968482837784852 ; 20.148382 ; -94.74669 ; -28.763676 ; 35181.055
0.958771720411173 ; 1.146123816297076 ; -1.3257636560615549 ; 78.80465 ; -451.43173 ; -134.40851 ; 35181.055
0.8954261052564911 ; 0.9799908960206061 ; -1.3424365412872488 ; 4.3048306 ; -90.25548 ; -31.780891 ; 35181.055
0.9976986514223629 ; 1.090587784858402 ; -1.3448696984258104 ; -232.98886 ; -227.06136 ; -214.26254 ; 35181.055
1.0366275083609384 ; 1.081402148034134 ; -1.2917658379066623 ; 428.62485 ; -305.00558 ; 23.153446 ; 35181.055
1.1011229271474843 ; 0.9514866289167951 ; -1.3215957457104257 ; -88.91822 ; -101.013916 ; -368.63568 ; 35181.055
0.6798258576591341 ; 0.8120611622789728 ; -1.639827696142715 ; 234.43486 ; -124.426575 ; -22.058601 ; 35181.055
0.5471977195659168 ; 0.9082571777714312 ; -1.5925552175673057 ; 241.08463 ; -112.999405 ; 227.29837 ; 35181.055
0.8015122841933415 ; 0.9297761887029052 ; -1.4436677286815287 ; 250.83517 ; -377.4022 ; -126.55246 ; 35181.055
0.7289056042156439 ; 1.0188128657449673 ; -1.5195684327231551 ; -115.296776 ; -332.61487 ; 15.729375 ; 35181.055
0.7666011592395483 ; 1.060840873262559 ; -1.466584684845371 ; -248.53928 ; 104.35623 ; -39.79352 ; 35181.055
0.6491232334814159 ; 1.2213172487880621 ; -1.4222092079820519 ; 175.3829 ; -133.7902 ; -123.121025 ; 35181.055
0.6314639715803851 ; 1.2459572177636695 ; -1.339315843134562 ; -234.02252 ; -283.3044 ; 191.14665 ; 35181.055
0.7042047131736728 ; 1.2056336564045464 ; -1.2770180820364079 ; -29.974493 ; -255.16418 ; 7.7859077 ; 35181.055
0.6916494023412154 ; 1.179007555112075 ; -1.2904163048169444 ; -188.99017 ; -167.09377 ; 7.2314997 ; 35181.055
0.64374415664075 ; 1.1059488895050817 ; -1.2286196449722808 ; 129.3227 ; -452.71643 ; -70.24567 ; 35181.055
